instruction,intent,category,tags,response,conversation
I'd like to modify my getaway to madrid whdre can i do it,change_trip,TRIP,BCILPQZ,"To help you adjust your travel plans, please adhere to these instructions:

1. Visit {{WEBSITE_URL}} and sign in to your account.
2. Access the {{CHANGE_TRIP_SECTION}} area and click on 'Your Trips'.
3. Select the trip you intend to alter and hit the {{CHANGE_TRIP_BUTTON}} button.
4. Follow the on-screen directions to pick new dates, destinations, or make other changes.
5. Once satisfied with your updates, finalize by selecting the {{SEARCH_BUTTON}}.

Should you face any problems, kindly reach out to our {{CUSTOMER_SUPPORT}} team through the Help section in {{APP_NAME}}.","Query: I'd like to modify my getaway to madrid whdre can i do it
Response: To help you adjust your travel plans, please adhere to these instructions:

1. Visit the airline's website and sign in to your account.
2. Access the {{CHANGE_TRIP_SECTION}} area and click on 'Your Trips'.
3. Select the trip you intend to alter and hit the {{CHANGE_TRIP_BUTTON}} button.
4. Follow the on-screen directions to pick new dates, destinations, or make other changes.
5. Once satisfied with your updates, finalize by selecting the {{SEARCH_BUTTON}}.

Should you face any problems, kindly reach out to our {{CUSTOMER_SUPPORT}} team through the Help section in the mobile app."
"I do not want my fucking trip, will you help me modify it?",change_trip,TRIP,BCEILPW,"To help you alter your travel plans, please adhere to these instructions:

1. Visit {{WEBSITE_URL}} and enter your credentials to log in.
2. Access the {{CHANGE_TRIP_SECTION}} tab and click on 'Your Trips'.
3. Select the specific trip you wish to change and press {{CHANGE_TRIP_BUTTON}}.
4. Follow the on-screen guidance to amend dates, location, or other relevant details.
5. Validate your selections and finish the updates by clicking the {{SEARCH_BUTTON}}.

Should you face any difficulties, kindly reach out to our {{CUSTOMER_SUPPORT}} department via the Help section in {{APP_NAME}}.","Query: I do not want my fucking trip, will you help me modify it?
Response: To help you alter your travel plans, please adhere to these instructions:

1. Visit the airline's website and enter your credentials to log in.
2. Access the {{CHANGE_TRIP_SECTION}} tab and click on 'Your Trips'.
3. Select the specific trip you wish to change and press {{CHANGE_TRIP_BUTTON}}.
4. Follow the on-screen guidance to amend dates, location, or other relevant details.
5. Validate your selections and finish the updates by clicking the {{SEARCH_BUTTON}}.

Should you face any difficulties, kindly reach out to our {{CUSTOMER_SUPPORT}} department via the Help section in the mobile app."
"I want to change my excursion to Madrid, I need help",change_trip,TRIP,BCL,"To help you modify your planned excursion, please adhere to these procedures:

1. Visit {{WEBSITE_URL}} and sign into your account.
2. Access the {{CHANGE_TRIP_SECTION}} and choose 'Your Trips'.
3. Locate the trip you want to adjust and click on {{CHANGE_TRIP_BUTTON}}.
4. Proceed with the instructions to select new dates, a different destination, or other modifications.
5. Confirm your changes and finalize the process by clicking {{SEARCH_BUTTON}}.

Should you face any issues, kindly get in touch with our {{CUSTOMER_SUPPORT}} team via the Help section in {{APP_NAME}}.","Query: I want to change my excursion to Madrid, I need help
Response: To help you modify your planned excursion, please adhere to these procedures:

1. Visit the airline's website and sign into your account.
2. Access the {{CHANGE_TRIP_SECTION}} and choose 'Your Trips'.
3. Locate the trip you want to adjust and click on {{CHANGE_TRIP_BUTTON}}.
4. Proceed with the instructions to select new dates, a different destination, or other modifications.
5. Confirm your changes and finalize the process by clicking {{SEARCH_BUTTON}}.

Should you face any issues, kindly get in touch with our {{CUSTOMER_SUPPORT}} team via the Help section in the mobile app."
i dont want my trip i need help changing it,change_trip,TRIP,BCQ,"To make changes to your trip, kindly adhere to the steps outlined below:

1. Visit {{WEBSITE_URL}} and sign into your account.
2. Proceed to the {{CHANGE_TRIP_SECTION}} section and click on 'Your Trips'.
3. Identify the trip you wish to amend and press {{CHANGE_TRIP_BUTTON}}.
4. Follow the instructions to update your travel dates, destination, or other preferences.
5. Validate the modifications and finalize the process by hitting the {{SEARCH_BUTTON}}.

Should you face any difficulties, please reach out to our {{CUSTOMER_SUPPORT}} team through the Help section in {{APP_NAME}}.","Query: i dont want my trip i need help changing it
Response: To make changes to your trip, kindly adhere to the steps outlined below:

1. Visit the airline's website and sign into your account.
2. Proceed to the {{CHANGE_TRIP_SECTION}} section and click on 'Your Trips'.
3. Identify the trip you wish to amend and press {{CHANGE_TRIP_BUTTON}}.
4. Follow the instructions to update your travel dates, destination, or other preferences.
5. Validate the modifications and finalize the process by hitting the {{SEARCH_BUTTON}}.

Should you face any difficulties, please reach out to our {{CUSTOMER_SUPPORT}} team through the Help section in the mobile app."
i got to modify my excursion how do i do it,change_trip,TRIP,BCILQ,"To help you alter your excursion, please adhere to these procedures:

1. Visit {{WEBSITE_URL}} and sign into your account.
2. Access the {{CHANGE_TRIP_SECTION}} and choose 'Your Trips'.
3. Select the excursion you want to modify and press {{CHANGE_TRIP_BUTTON}}.
4. Follow the instructions to change dates, location, or any other details.
5. Confirm your modifications and finalize by clicking on the {{SEARCH_BUTTON}}.

Should you face any challenges, feel free to reach out to our {{CUSTOMER_SUPPORT}} team via the Help section in {{APP_NAME}}.","Query: i got to modify my excursion how do i do it
Response: To help you alter your excursion, please adhere to these procedures:

1. Visit the airline's website and sign into your account.
2. Access the {{CHANGE_TRIP_SECTION}} and choose 'Your Trips'.
3. Select the excursion you want to modify and press {{CHANGE_TRIP_BUTTON}}.
4. Follow the instructions to change dates, location, or any other details.
5. Confirm your modifications and finalize by clicking on the {{SEARCH_BUTTON}}.

Should you face any challenges, feel free to reach out to our {{CUSTOMER_SUPPORT}} team via the Help section in the mobile app."
where can i mldify my fucking trip,change_trip,TRIP,BILQWZ,"To help you modify your trip, kindly adhere to the following procedures:

1. Visit {{WEBSITE_URL}} and sign into your account.
2. Access the {{CHANGE_TRIP_SECTION}} and choose 'Your Trips'.
3. Locate the trip you want to modify and click on {{CHANGE_TRIP_BUTTON}}.
4. Proceed with the instructions to select new dates, a different destination, or other necessary adjustments.
5. Confirm the changes and finalize the process by clicking {{SEARCH_BUTTON}}.

If any complications arise, please get in touch with our {{CUSTOMER_SUPPORT}} team via the Help section in {{APP_NAME}}.","Query: where can i mldify my fucking trip
Response: To help you modify your trip, kindly adhere to the following procedures:

1. Visit the airline's website and sign into your account.
2. Access the {{CHANGE_TRIP_SECTION}} and choose 'Your Trips'.
3. Locate the trip you want to modify and click on {{CHANGE_TRIP_BUTTON}}.
4. Proceed with the instructions to select new dates, a different destination, or other necessary adjustments.
5. Confirm the changes and finalize the process by clicking {{SEARCH_BUTTON}}.

If any complications arise, please get in touch with our {{CUSTOMER_SUPPORT}} team via the Help section in the mobile app."
"I got to change my trip to Madrid, where to do it?",change_trip,TRIP,BCI,"To help you make changes to your trip, please follow these detailed instructions:

1. Visit {{WEBSITE_URL}} and sign in to your account.
2. Access the {{CHANGE_TRIP_SECTION}} area and click on 'Your Bookings'.
3. Locate and select the trip you need to adjust, then click the {{CHANGE_TRIP_BUTTON}} option.
4. Follow the on-screen guidance to modify dates, location, or other relevant details.
5. Validate your changes and finish the updates by clicking the {{SEARCH_BUTTON}}.

Should you face any difficulties, kindly reach out to our {{CUSTOMER_SUPPORT}} department via the Help section in {{APP_NAME}}.","Query: I got to change my trip to Madrid, where to do it?
Response: To help you make changes to your trip, please follow these detailed instructions:

1. Visit the airline's website and sign in to your account.
2. Access the {{CHANGE_TRIP_SECTION}} area and click on 'Your Bookings'.
3. Locate and select the trip you need to adjust, then click the {{CHANGE_TRIP_BUTTON}} option.
4. Follow the on-screen guidance to modify dates, location, or other relevant details.
5. Validate your changes and finish the updates by clicking the {{SEARCH_BUTTON}}.

Should you face any difficulties, kindly reach out to our {{CUSTOMER_SUPPORT}} department via the Help section in the mobile app."
"I do not want my fucking getaway to Madrid, would it be possible to change it?",change_trip,TRIP,BCEILPW,"To assist you in adjusting your travel plans, please adhere to the following steps:

1. Visit {{WEBSITE_URL}} and sign into your account.
2. Proceed to the {{CHANGE_TRIP_SECTION}} section and locate 'Your Bookings'.
3. Select the trip you wish to amend and press the {{CHANGE_TRIP_BUTTON}}.
4. Follow the instructions to choose new dates, destinations, or any other modifications required.
5. Confirm your changes and finalize by clicking the {{SEARCH_BUTTON}}.

Should you face any difficulties, kindly reach out to our {{CUSTOMER_SUPPORT}} team via the Help section in {{APP_NAME}}.","Query: I do not want my fucking getaway to Madrid, would it be possible to change it?
Response: To assist you in adjusting your travel plans, please adhere to the following steps:

1. Visit the airline's website and sign into your account.
2. Proceed to the {{CHANGE_TRIP_SECTION}} section and locate 'Your Bookings'.
3. Select the trip you wish to amend and press the {{CHANGE_TRIP_BUTTON}}.
4. Follow the instructions to choose new dates, destinations, or any other modifications required.
5. Confirm your changes and finalize by clicking the {{SEARCH_BUTTON}}.

Should you face any difficulties, kindly reach out to our {{CUSTOMER_SUPPORT}} team via the Help section in the mobile app."
i do not want my fucking trip to madrid i ned help changing it,change_trip,TRIP,BCEQWZ,"To help you with altering your trip, please adhere to the following instructions: 

1. Access {{WEBSITE_URL}} and sign in to your account. 
2. Proceed to the {{CHANGE_TRIP_SECTION}} area and click on 'Your Bookings'. 
3. Locate the trip you'd like to edit and press {{CHANGE_TRIP_BUTTON}}. 
4. Observe the on-screen directions to choose new times, destinations, or other modifications. 
5. Finalize the changes by selecting the {{SEARCH_BUTTON}}.

Should you face any difficulties, do not hesitate to get in touch with our {{CUSTOMER_SUPPORT}} department available in the Help section of {{APP_NAME}}.","Query: i do not want my fucking trip to madrid i ned help changing it
Response: To help you with altering your trip, please adhere to the following instructions: 

1. Access the airline's website and sign in to your account. 
2. Proceed to the {{CHANGE_TRIP_SECTION}} area and click on 'Your Bookings'. 
3. Locate the trip you'd like to edit and press {{CHANGE_TRIP_BUTTON}}. 
4. Observe the on-screen directions to choose new times, destinations, or other modifications. 
5. Finalize the changes by selecting the {{SEARCH_BUTTON}}.

Should you face any difficulties, do not hesitate to get in touch with our {{CUSTOMER_SUPPORT}} department available in the Help section of the mobile app."
"I want to modify my getaway to Madrid, where could I do it?",change_trip,TRIP,BCILPZ,"To help you modify your getaway to Madrid, please adhere to the following instructions: 

1. Access {{WEBSITE_URL}} and sign in with your credentials. 
2. Head to the {{CHANGE_TRIP_SECTION}} area and tap on 'Your Bookings'. 
3. Locate the specific trip you wish to change and press the {{CHANGE_TRIP_BUTTON}}. 
4. Proceed through the guided steps to adjust your travel dates, destination, or make other modifications. 
5. Finalize the changes and complete the procedure by selecting the {{SEARCH_BUTTON}}.

Should you face any difficulties, feel free to reach out to our {{CUSTOMER_SUPPORT}} team via the Help section found in {{APP_NAME}}.","Query: I want to modify my getaway to Madrid, where could I do it?
Response: To help you modify your getaway to Madrid, please adhere to the following instructions: 

1. Access the airline's website and sign in with your credentials. 
2. Head to the {{CHANGE_TRIP_SECTION}} area and tap on 'Your Bookings'. 
3. Locate the specific trip you wish to change and press the {{CHANGE_TRIP_BUTTON}}. 
4. Proceed through the guided steps to adjust your travel dates, destination, or make other modifications. 
5. Finalize the changes and complete the procedure by selecting the {{SEARCH_BUTTON}}.

Should you face any difficulties, feel free to reach out to our {{CUSTOMER_SUPPORT}} team via the Help section found in the mobile app."
i dont want my excursoin to madrid would it be possible to change it,change_trip,TRIP,BCILPQZ,"To help you amend your trip details, please proceed with the following instructions: 

1. Visit {{WEBSITE_URL}} and sign in to your profile. 
2. Access the {{CHANGE_TRIP_SECTION}} option and click on 'Your Bookings'. 
3. Identify the trip you intend to alter and select {{CHANGE_TRIP_BUTTON}}. 
4. Adhere to the on-screen instructions to revise dates, destinations, or make other modifications. 
5. Finalize the changes and conclude the procedure by selecting the {{SEARCH_BUTTON}}.

Should you face any difficulties, feel free to reach out to our {{CUSTOMER_SUPPORT}} team via the Help section in {{APP_NAME}}.","Query: i dont want my excursoin to madrid would it be possible to change it
Response: To help you amend your trip details, please proceed with the following instructions: 

1. Visit the airline's website and sign in to your profile. 
2. Access the {{CHANGE_TRIP_SECTION}} option and click on 'Your Bookings'. 
3. Identify the trip you intend to alter and select {{CHANGE_TRIP_BUTTON}}. 
4. Adhere to the on-screen instructions to revise dates, destinations, or make other modifications. 
5. Finalize the changes and conclude the procedure by selecting the {{SEARCH_BUTTON}}.

Should you face any difficulties, feel free to reach out to our {{CUSTOMER_SUPPORT}} team via the Help section in the mobile app."
"I have to change my fucking getaway, I need assistane",change_trip,TRIP,BCLWZ,"To help you amend your getaway, kindly adhere to the following instructions:

1. Visit {{WEBSITE_URL}} and sign into your account.
2. Proceed to the {{CHANGE_TRIP_SECTION}} section where you will find 'Your Journeys'.
3. Select the specific trip you aim to adjust and click on the {{CHANGE_TRIP_BUTTON}} option.
4. Follow the on-screen guidance to pick new dates, destinations, or make any other changes.
5. Once satisfied with your updates, finalize by selecting the {{SEARCH_BUTTON}}.

Should you face any difficulties, please reach out to our {{CUSTOMER_SUPPORT}} team through the Help section available in {{APP_NAME}}.","Query: I have to change my fucking getaway, I need assistane
Response: To help you amend your getaway, kindly adhere to the following instructions:

1. Visit the airline's website and sign into your account.
2. Proceed to the {{CHANGE_TRIP_SECTION}} section where you will find 'Your Journeys'.
3. Select the specific trip you aim to adjust and click on the {{CHANGE_TRIP_BUTTON}} option.
4. Follow the on-screen guidance to pick new dates, destinations, or make any other changes.
5. Once satisfied with your updates, finalize by selecting the {{SEARCH_BUTTON}}.

Should you face any difficulties, please reach out to our {{CUSTOMER_SUPPORT}} team through the Help section available in the mobile app."
"I do not want my fucking trip to Madrid, will you help me modify it?",change_trip,TRIP,BCEILPWZ,"To aid you in adjusting your travel plans, please adhere to the following steps:

1. Visit {{WEBSITE_URL}} and sign into your profile.
2. Proceed to the {{CHANGE_TRIP_SECTION}} section and click on 'Your Trips'.
3. Select the trip you wish to amend and press the {{CHANGE_TRIP_BUTTON}}.
4. Follow the instructions to choose alternative dates, destinations, or any other modifications.
5. Confirm your changes and finalize by clicking the {{SEARCH_BUTTON}}.

Should you face any difficulties, do not hesitate to get in touch with our {{CUSTOMER_SUPPORT}} department available in the Help section of {{APP_NAME}}.","Query: I do not want my fucking trip to Madrid, will you help me modify it?
Response: To aid you in adjusting your travel plans, please adhere to the following steps:

1. Visit the airline's website and sign into your profile.
2. Proceed to the {{CHANGE_TRIP_SECTION}} section and click on 'Your Trips'.
3. Select the trip you wish to amend and press the {{CHANGE_TRIP_BUTTON}}.
4. Follow the instructions to choose alternative dates, destinations, or any other modifications.
5. Confirm your changes and finalize by clicking the {{SEARCH_BUTTON}}.

Should you face any difficulties, do not hesitate to get in touch with our {{CUSTOMER_SUPPORT}} department available in the Help section of the mobile app."
"I don't want my fucking excuesion, could you help me changing it?",change_trip,TRIP,BCILPWZ,"To modify your scheduled trip, kindly adhere to these instructions:

1. Visit {{WEBSITE_URL}} and sign in to your account.
2. Access the {{CHANGE_TRIP_SECTION}} section and click on 'Your Trips'.
3. Select the trip you intend to alter and press the {{CHANGE_TRIP_BUTTON}} button.
4. Follow the on-screen prompts to amend dates, destinations, or other details.
5. Validate the changes and finish the process by clicking the {{SEARCH_BUTTON}}.

Should you face any difficulties, please reach out to our {{CUSTOMER_SUPPORT}} team via the Help section in {{APP_NAME}}.","Query: I don't want my fucking excuesion, could you help me changing it?
Response: To modify your scheduled trip, kindly adhere to these instructions:

1. Visit the airline's website and sign in to your account.
2. Access the {{CHANGE_TRIP_SECTION}} section and click on 'Your Trips'.
3. Select the trip you intend to alter and press the {{CHANGE_TRIP_BUTTON}} button.
4. Follow the on-screen prompts to amend dates, destinations, or other details.
5. Validate the changes and finish the process by clicking the {{SEARCH_BUTTON}}.

Should you face any difficulties, please reach out to our {{CUSTOMER_SUPPORT}} team via the Help section in the mobile app."
wanna change my trip were to do it,change_trip,TRIP,BCIQZ,"To make modifications to your trip, kindly adhere to the steps outlined below:

1. Visit {{WEBSITE_URL}} and sign into your account.
2. Proceed to the {{CHANGE_TRIP_SECTION}} section and click on 'Your Trips'.
3. Identify the trip you wish to adjust and press {{CHANGE_TRIP_BUTTON}}.
4. Follow the instructions to update your travel dates, destination, or other preferences.
5. Validate the modifications and finalize the process by hitting the {{SEARCH_BUTTON}}.

Should you face any difficulties, please reach out to our {{CUSTOMER_SUPPORT}} team through the Help section in {{APP_NAME}}.","Query: wanna change my trip were to do it
Response: To make modifications to your trip, kindly adhere to the steps outlined below:

1. Visit the airline's website and sign into your account.
2. Proceed to the {{CHANGE_TRIP_SECTION}} section and click on 'Your Trips'.
3. Identify the trip you wish to adjust and press {{CHANGE_TRIP_BUTTON}}.
4. Follow the instructions to update your travel dates, destination, or other preferences.
5. Validate the modifications and finalize the process by hitting the {{SEARCH_BUTTON}}.

Should you face any difficulties, please reach out to our {{CUSTOMER_SUPPORT}} team through the Help section in the mobile app."
"I'd like to change my trip, how could I do it?",change_trip,TRIP,BCIP,"To help you modify your travel plans, please complete the following steps: 

1. Visit {{WEBSITE_URL}} and sign in to your account. 
2. Access the {{CHANGE_TRIP_SECTION}} section and click on 'Your Plans'. 
3. Locate the specific trip you need to alter and select {{CHANGE_TRIP_BUTTON}}. 
4. Follow the on-screen instructions to choose new dates, destinations, or make any necessary changes. 
5. Review the modifications and finalize the process by clicking {{SEARCH_BUTTON}}.

If you face any challenges, you can reach out to our {{CUSTOMER_SUPPORT}} team via the Help section in {{APP_NAME}}.","Query: I'd like to change my trip, how could I do it?
Response: To help you modify your travel plans, please complete the following steps: 

1. Visit the airline's website and sign in to your account. 
2. Access the {{CHANGE_TRIP_SECTION}} section and click on 'Your Plans'. 
3. Locate the specific trip you need to alter and select {{CHANGE_TRIP_BUTTON}}. 
4. Follow the on-screen instructions to choose new dates, destinations, or make any necessary changes. 
5. Review the modifications and finalize the process by clicking {{SEARCH_BUTTON}}.

If you face any challenges, you can reach out to our {{CUSTOMER_SUPPORT}} team via the Help section in the mobile app."
"I don't want my trip to Madrid, can you help me modifying it?",change_trip,TRIP,BCILZ,"To help you amend your travel plans, please adhere to the following instructions:

1. Visit {{WEBSITE_URL}} and enter your credentials to log in.
2. Access the {{CHANGE_TRIP_SECTION}} tab and click on 'My Trips'.
3. Locate the trip you intend to alter and hit the {{CHANGE_TRIP_BUTTON}} button.
4. Proceed with the on-screen directions to modify your dates, location, or other preferences.
5. Once satisfied with your updates, finalize by selecting the {{SEARCH_BUTTON}}.

Should you face any difficulties, kindly reach out to our {{CUSTOMER_SUPPORT}} team available under the Help section in {{APP_NAME}}.","Query: I don't want my trip to Madrid, can you help me modifying it?
Response: To help you amend your travel plans, please adhere to the following instructions:

1. Visit the airline's website and enter your credentials to log in.
2. Access the {{CHANGE_TRIP_SECTION}} tab and click on 'My Trips'.
3. Locate the trip you intend to alter and hit the {{CHANGE_TRIP_BUTTON}} button.
4. Proceed with the on-screen directions to modify your dates, location, or other preferences.
5. Once satisfied with your updates, finalize by selecting the {{SEARCH_BUTTON}}.

Should you face any difficulties, kindly reach out to our {{CUSTOMER_SUPPORT}} team available under the Help section in the mobile app."
i do not want my trip will uhelp me modify it,change_trip,TRIP,BCEILPQ,"To help you amend your travel plans, please follow these detailed instructions:

1. Visit {{WEBSITE_URL}} and sign into your account.
2. Proceed to the {{CHANGE_TRIP_SECTION}} area and click on 'Your Bookings'.
3. Locate and select the trip you intend to change, then click the {{CHANGE_TRIP_BUTTON}} option.
4. Follow the on-screen guidance to modify dates, location, or other relevant details.
5. Validate your changes and finish the updates by clicking the {{SEARCH_BUTTON}}.

Should you face any difficulties, kindly reach out to our {{CUSTOMER_SUPPORT}} department via the Help section in {{APP_NAME}}.","Query: i do not want my trip will uhelp me modify it
Response: To help you amend your travel plans, please follow these detailed instructions:

1. Visit the airline's website and sign into your account.
2. Proceed to the {{CHANGE_TRIP_SECTION}} area and click on 'Your Bookings'.
3. Locate and select the trip you intend to change, then click the {{CHANGE_TRIP_BUTTON}} option.
4. Follow the on-screen guidance to modify dates, location, or other relevant details.
5. Validate your changes and finish the updates by clicking the {{SEARCH_BUTTON}}.

Should you face any difficulties, kindly reach out to our {{CUSTOMER_SUPPORT}} department via the Help section in the mobile app."
iu dont want my fucking trip how can i change it,change_trip,TRIP,BCIQWZ,"To help you make changes to your trip, please follow these detailed instructions:

1. Visit {{WEBSITE_URL}} and sign in to your account.
2. Access the {{CHANGE_TRIP_SECTION}} area and click on 'Your Trips'.
3. Select the trip you need to alter and press {{CHANGE_TRIP_BUTTON}}.
4. Proceed with the prompts to update your travel dates, destination, or any other modifications.
5. Finalize the changes by clicking the {{SEARCH_BUTTON}}.

If you face any difficulties, please reach out to our {{CUSTOMER_SUPPORT}} team via the Help section in {{APP_NAME}}.","Query: iu dont want my fucking trip how can i change it
Response: To help you make changes to your trip, please follow these detailed instructions:

1. Visit the airline's website and sign in to your account.
2. Access the {{CHANGE_TRIP_SECTION}} area and click on 'Your Trips'.
3. Select the trip you need to alter and press {{CHANGE_TRIP_BUTTON}}.
4. Proceed with the prompts to update your travel dates, destination, or any other modifications.
5. Finalize the changes by clicking the {{SEARCH_BUTTON}}.

If you face any difficulties, please reach out to our {{CUSTOMER_SUPPORT}} team via the Help section in the mobile app."
can you help me to modify my fucking excursion?,change_trip,TRIP,BILW,"To facilitate the modification of your excursion, kindly adhere to the steps outlined below:

1. Visit {{WEBSITE_URL}} and sign into your account.
2. Proceed to the {{CHANGE_TRIP_SECTION}} section and select 'Your Trips'.
3. Identify the trip you intend to modify and click on {{CHANGE_TRIP_BUTTON}}.
4. Follow the instructions to choose new dates, locations, or other necessary adjustments.
5. Confirm the modifications and finalize the process by clicking the {{SEARCH_BUTTON}}.

Should you face any difficulties, please reach out to our {{CUSTOMER_SUPPORT}} team through the Help section in {{APP_NAME}}.","Query: can you help me to modify my fucking excursion?
Response: To facilitate the modification of your excursion, kindly adhere to the steps outlined below:

1. Visit the airline's website and sign into your account.
2. Proceed to the {{CHANGE_TRIP_SECTION}} section and select 'Your Trips'.
3. Identify the trip you intend to modify and click on {{CHANGE_TRIP_BUTTON}}.
4. Follow the instructions to choose new dates, locations, or other necessary adjustments.
5. Confirm the modifications and finalize the process by clicking the {{SEARCH_BUTTON}}.

Should you face any difficulties, please reach out to our {{CUSTOMER_SUPPORT}} team through the Help section in the mobile app."
i have to modify my getaway to madrdi how to do it,change_trip,TRIP,BCILQZ,"To help you amend your getaway, please adhere to the following instructions:

1. Visit {{WEBSITE_URL}} and enter your login credentials.
2. Access the {{CHANGE_TRIP_SECTION}} section and select 'Manage My Trips'.
3. Locate the trip you intend to change and press {{CHANGE_TRIP_BUTTON}}.
4. Follow the steps to update your itinerary, including dates, destination, or other changes.
5. Finalize the modifications and complete the procedure by clicking {{SEARCH_BUTTON}}.

For any difficulties encountered, reach out to our {{CUSTOMER_SUPPORT}} department via the Help section within {{APP_NAME}}.","Query: i have to modify my getaway to madrdi how to do it
Response: To help you amend your getaway, please adhere to the following instructions:

1. Visit the airline's website and enter your login credentials.
2. Access the {{CHANGE_TRIP_SECTION}} section and select 'Manage My Trips'.
3. Locate the trip you intend to change and press {{CHANGE_TRIP_BUTTON}}.
4. Follow the steps to update your itinerary, including dates, destination, or other changes.
5. Finalize the modifications and complete the procedure by clicking {{SEARCH_BUTTON}}.

For any difficulties encountered, reach out to our {{CUSTOMER_SUPPORT}} department via the Help section within the mobile app."
"I don't want my fucking excursion to Madrid, change it",change_trip,TRIP,BCLW,"To help you modify your planned trip, please adhere to these procedures:

1. Visit {{WEBSITE_URL}} and sign into your account.
2. Access the {{CHANGE_TRIP_SECTION}} and choose 'Your Trips'.
3. Locate the trip you intend to modify and click on {{CHANGE_TRIP_BUTTON}}.
4. Proceed with the instructions to select new dates, a different destination, or other necessary adjustments.
5. Confirm the changes and finalize the process by clicking {{SEARCH_BUTTON}}.

If any complications arise, kindly get in touch with our {{CUSTOMER_SUPPORT}} team via the Help section in {{APP_NAME}}.","Query: I don't want my fucking excursion to Madrid, change it
Response: To help you modify your planned trip, please adhere to these procedures:

1. Visit the airline's website and sign into your account.
2. Access the {{CHANGE_TRIP_SECTION}} and choose 'Your Trips'.
3. Locate the trip you intend to modify and click on {{CHANGE_TRIP_BUTTON}}.
4. Proceed with the instructions to select new dates, a different destination, or other necessary adjustments.
5. Confirm the changes and finalize the process by clicking {{SEARCH_BUTTON}}.

If any complications arise, kindly get in touch with our {{CUSTOMER_SUPPORT}} team via the Help section in the mobile app."
i dont want my fucking trip to madrid could ya change ti,change_trip,TRIP,BCIPQWZ,"To help you amend your travel plans, please adhere to the following instructions:

1. Visit {{WEBSITE_URL}} and enter your credentials to log in.
2. Access the {{CHANGE_TRIP_SECTION}} tab and click on 'Your Trips'.
3. Locate the trip you intend to alter and hit the {{CHANGE_TRIP_BUTTON}} button.
4. Proceed with the on-screen directions to modify your dates, location, or other preferences.
5. Once satisfied with your updates, finalize by selecting the {{SEARCH_BUTTON}}.

Should you face any problems, kindly reach out to our {{CUSTOMER_SUPPORT}} team through the Help section available in {{APP_NAME}}.","Query: i dont want my fucking trip to madrid could ya change ti
Response: To help you amend your travel plans, please adhere to the following instructions:

1. Visit the airline's website and enter your credentials to log in.
2. Access the {{CHANGE_TRIP_SECTION}} tab and click on 'Your Trips'.
3. Locate the trip you intend to alter and hit the {{CHANGE_TRIP_BUTTON}} button.
4. Proceed with the on-screen directions to modify your dates, location, or other preferences.
5. Once satisfied with your updates, finalize by selecting the {{SEARCH_BUTTON}}.

Should you face any problems, kindly reach out to our {{CUSTOMER_SUPPORT}} team through the Help section available in the mobile app."
need to modify my fucking trip,change_trip,TRIP,BLQW,"To help you change your trip, please follow the detailed steps outlined below:

1. Visit {{WEBSITE_URL}} and log in using your credentials.
2. Proceed to the {{CHANGE_TRIP_SECTION}} section and select 'Your Trips'.
3. Locate the trip you wish to amend and click on the {{CHANGE_TRIP_BUTTON}} option.
4. Follow the instructions to alter dates, destination, or any other details as needed.
5. Confirm your modifications and finalize the process by clicking the {{SEARCH_BUTTON}}.

If you experience any difficulties, feel free to reach out to our {{CUSTOMER_SUPPORT}} team through the Help section in {{APP_NAME}}.","Query: need to modify my fucking trip
Response: To help you change your trip, please follow the detailed steps outlined below:

1. Visit the airline's website and log in using your credentials.
2. Proceed to the {{CHANGE_TRIP_SECTION}} section and select 'Your Trips'.
3. Locate the trip you wish to amend and click on the {{CHANGE_TRIP_BUTTON}} option.
4. Follow the instructions to alter dates, destination, or any other details as needed.
5. Confirm your modifications and finalize the process by clicking the {{SEARCH_BUTTON}}.

If you experience any difficulties, feel free to reach out to our {{CUSTOMER_SUPPORT}} team through the Help section in the mobile app."
how do I modify my excursion?,change_trip,TRIP,BIL,"To assist you in altering your excursion, please adhere to these instructions:

1. Visit {{WEBSITE_URL}} and access your account.
2. Locate the {{CHANGE_TRIP_SECTION}} section and click on 'Planned Trips'.
3. Identify the excursion you wish to change and press {{CHANGE_TRIP_BUTTON}}.
4. Follow the on-screen instructions to update dates, location, or other preferences.
5. Confirm the modifications and finalize the process by clicking on {{SEARCH_BUTTON}}.

If you face any complications, kindly reach out to our {{CUSTOMER_SUPPORT}} team available in the Help section of {{APP_NAME}}.","Query: how do I modify my excursion?
Response: To assist you in altering your excursion, please adhere to these instructions:

1. Visit the airline's website and access your account.
2. Locate the {{CHANGE_TRIP_SECTION}} section and click on 'Planned Trips'.
3. Identify the excursion you wish to change and press {{CHANGE_TRIP_BUTTON}}.
4. Follow the on-screen instructions to update dates, location, or other preferences.
5. Confirm the modifications and finalize the process by clicking on {{SEARCH_BUTTON}}.

If you face any complications, kindly reach out to our {{CUSTOMER_SUPPORT}} team available in the Help section of the mobile app."
